epoch,dice_coef,e_measure,iou,loss,lr,s_measure,val_dice_coef,val_e_measure,val_iou,val_loss,val_s_measure,val_weighted_f_measure,weighted_f_measure
11,0.9027345776557922,0.9027346968650818,0.8240042924880981,0.29136380553245544,1e-04,0.9049449563026428,0.3838045001029968,0.3838045001029968,0.2406446933746338,1.2710248231887817,0.4680313467979431,0.507113516330719,0.9222549796104431
12,0.9107879400253296,0.9107879400253296,0.8371601700782776,0.27688831090927124,1e-04,0.9124816656112671,0.018662329763174057,0.018662329763174057,0.009419865906238556,1.7127161026000977,0.0603715181350708,0.012533070519566536,0.9270531535148621
13,0.9173609614372253,0.9173610806465149,0.8481530547142029,0.2646924555301666,1e-04,0.9187373518943787,0.8133395910263062,0.8133395910263062,0.6900488138198853,0.4968017637729645,0.8218926191329956,0.7860698699951172,0.931160032749176
14,0.9238026142120361,0.9238027334213257,0.8590992093086243,0.2518349885940552,1e-04,0.9248873591423035,0.7662838697433472,0.7662838697433472,0.6264795064926147,0.555388331413269,0.7724028825759888,0.7587987184524536,0.9356875419616699
15,0.9282758235931396,0.9282758235931396,0.8667802810668945,0.24259163439273834,1e-04,0.9291261434555054,0.773583173751831,0.773583173751831,0.6365731954574585,0.5750651359558105,0.7835983037948608,0.8071619272232056,0.9380568265914917
16,0.9319450259208679,0.9319450259208679,0.8731510043144226,0.23471535742282867,1e-04,0.9325613379478455,0.03376379981637001,0.03376379609107971,0.01717677339911461,1.6123149394989014,0.06206658482551575,0.024313773959875107,0.9403408765792847
17,0.9357587099075317,0.9357587099075317,0.8797388672828674,0.22631697356700897,1e-04,0.9363461136817932,0.32966119050979614,0.32966119050979614,0.19949178397655487,1.2094042301177979,0.3499389588832855,0.37533465027809143,0.9435132145881653
18,0.93923020362854,0.9392303228378296,0.8858209252357483,0.21750792860984802,1e-04,0.9396985769271851,0.21407131850719452,0.21407130360603333,0.12035974115133286,1.3201009035110474,0.22021332383155823,0.2121974229812622,0.9460057616233826
19,0.9426912069320679,0.9426912069320679,0.8919124007225037,0.209880530834198,1e-04,0.9430924654006958,0.8578915596008301,0.8578914403915405,0.7549902200698853,0.41606464982032776,0.8639787435531616,0.8347115516662598,0.9485539793968201
20,0.9439901113510132,0.9439901113510132,0.8943257927894592,0.20482487976551056,1e-04,0.9443747997283936,0.7775081992149353,0.7775081992149353,0.6419857144355774,0.5855133533477783,0.7875874638557434,0.7989994287490845,0.9498035907745361
21,0.9454716444015503,0.9454716444015503,0.8969426155090332,0.20052498579025269,1e-04,0.9458274841308594,0.5907370448112488,0.5907371044158936,0.4278052747249603,0.8831639289855957,0.6073642373085022,0.637903094291687,0.9502596855163574
22,0.9467313885688782,0.9467313885688782,0.8992024064064026,0.19589217007160187,1e-04,0.9471215009689331,0.5961791276931763,0.5961790084838867,0.4315211772918701,0.8602174520492554,0.6326892375946045,0.684606671333313,0.9511281847953796
23,0.9467161893844604,0.9467161893844604,0.8991613984107971,0.1944160908460617,1e-04,0.9471480250358582,0.6329879760742188,0.632987916469574,0.4705424904823303,0.941434383392334,0.6916900873184204,0.7519308924674988,0.9508569240570068
24,0.9482051134109497,0.9482052326202393,0.9018074870109558,0.18970656394958496,1e-04,0.9486051797866821,0.8156440854072571,0.8156440854072571,0.6950891017913818,0.48710280656814575,0.8246270418167114,0.847506046295166,0.951953649520874
25,0.9504206776618958,0.950420618057251,0.9057878851890564,0.18319730460643768,1e-04,0.9507268071174622,0.7685638666152954,0.7685638666152954,0.6304043531417847,0.5529481768608093,0.7776064872741699,0.747918426990509,0.953650712966919
26,0.9523874521255493,0.9523874521255493,0.9093902111053467,0.17742353677749634,1e-04,0.9526205062866211,0.27446308732032776,0.27446308732032776,0.1664332151412964,1.3708488941192627,0.45644474029541016,0.20452556014060974,0.9550102949142456
27,0.9541181325912476,0.9541182518005371,0.9125038385391235,0.17281943559646606,1e-04,0.9543397426605225,0.8303621411323547,0.8303621411323547,0.7147970199584961,0.47510385513305664,0.8385014533996582,0.8066238164901733,0.9567521214485168
28,0.9564411044120789,0.9564411044120789,0.9167262315750122,0.16664108633995056,1e-04,0.9566273093223572,0.6895684003829956,0.6895684003829956,0.531760573387146,0.6691339015960693,0.7109474539756775,0.7507885694503784,0.9590274691581726
29,0.9573765397071838,0.9573765397071838,0.9184672832489014,0.1626167744398117,1e-04,0.9575510621070862,0.8363783955574036,0.8363783955574036,0.7224749326705933,0.4729001522064209,0.8470456004142761,0.7961442470550537,0.9599395394325256
30,0.9577001929283142,0.9577001929283142,0.919057309627533,0.16068753600120544,1e-05,0.957850456237793,0.8725447654724121,0.8725448846817017,0.7773683667182922,0.371701180934906,0.8759983777999878,0.87434321641922,0.9587805271148682
31,0.9590228796005249,0.9590228796005249,0.9214692711830139,0.15758129954338074,1e-05,0.9591668844223022,0.8752568960189819,0.8752568960189819,0.7814709544181824,0.365717351436615,0.8793238401412964,0.882627010345459,0.9611045718193054
32,0.9597927331924438,0.9597927331924438,0.9228676557540894,0.15585842728614807,1e-05,0.9599267244338989,0.8708398938179016,0.8708398938179016,0.7749251127243042,0.37826162576675415,0.8753067255020142,0.8822340965270996,0.9619404077529907
33,0.9604284763336182,0.9604284763336182,0.9240472316741943,0.15434880554676056,1e-05,0.9605391621589661,0.8668568730354309,0.8668567538261414,0.7690017819404602,0.38732343912124634,0.871618926525116,0.8833580017089844,0.9624304175376892
34,0.9609487056732178,0.9609487056732178,0.9249991774559021,0.1530941277742386,1e-05,0.9610483050346375,0.8732799291610718,0.8732799291610718,0.7788251638412476,0.3723984360694885,0.8777041435241699,0.8848007321357727,0.9627799391746521
35,0.9613390564918518,0.9613390564918518,0.9257256388664246,0.1522192507982254,1e-05,0.961451530456543,0.8618607521057129,0.8618606328964233,0.7613953351974487,0.39587128162384033,0.8673332333564758,0.8832117319107056,0.9633945226669312
36,0.9618098139762878,0.9618098139762878,0.9266029596328735,0.15098163485527039,1e-05,0.9619002938270569,0.8577991724014282,0.8577991724014282,0.7558603882789612,0.402593195438385,0.8636096119880676,0.8823803067207336,0.9637660384178162
37,0.9624645113945007,0.9624645113945007,0.9277943968772888,0.14957277476787567,1e-05,0.9625508785247803,0.8765957951545715,0.8765957951545715,0.7836366891860962,0.3656255602836609,0.8803264498710632,0.8765225410461426,0.964426577091217
38,0.9624025225639343,0.9624025225639343,0.9277093410491943,0.14956051111221313,1e-05,0.9625009298324585,0.8580337762832642,0.8580337762832642,0.7556312084197998,0.40916889905929565,0.8639458417892456,0.8819516897201538,0.9643428921699524
39,0.9632430076599121,0.9632430076599121,0.9292376041412354,0.1478525996208191,1e-05,0.9633167386054993,0.8791760206222534,0.8791759610176086,0.7878309488296509,0.3660372793674469,0.8833279609680176,0.8661176562309265,0.9649123549461365
40,0.9631565809249878,0.9631566405296326,0.9290705919265747,0.14780017733573914,1e-05,0.9632297158241272,0.8727239370346069,0.8727239370346069,0.777793824672699,0.3705063462257385,0.8766368627548218,0.8831326365470886,0.9649395942687988
41,0.9633292555809021,0.9633292555809021,0.9294092655181885,0.14729711413383484,1e-05,0.963402509689331,0.7905547618865967,0.7905547618865967,0.6596437692642212,0.5381035804748535,0.802855372428894,0.8310917615890503,0.9652114510536194
42,0.963402509689331,0.9634026288986206,0.9295290112495422,0.1468076854944229,1e-06,0.9635046720504761,0.8771201968193054,0.8771201968193054,0.7841641902923584,0.3678978681564331,0.881247341632843,0.8775023221969604,0.9671768546104431
43,0.9638087153434753,0.9638087153434753,0.9302870631217957,0.14617660641670227,1e-06,0.9638737440109253,0.8840254545211792,0.8840254545211792,0.795356810092926,0.3528662323951721,0.8882697224617004,0.8747763633728027,0.9659997224807739
44,0.9640153050422668,0.9640153050422668,0.9306840896606445,0.14568693935871124,1e-06,0.964073896408081,0.8842530250549316,0.8842530250549316,0.79575115442276,0.35270071029663086,0.8885518908500671,0.8741778135299683,0.9658194780349731
45,0.9639101028442383,0.9639101028442383,0.9304752945899963,0.14584749937057495,1e-06,0.9639723896980286,0.8845376968383789,0.8845378160476685,0.7961997985839844,0.35163193941116333,0.888757586479187,0.875616192817688,0.96571284532547
46,0.96390300989151,0.96390300989151,0.9304575324058533,0.1458980292081833,1e-06,0.9639715552330017,0.88506019115448,0.8850601315498352,0.7970398664474487,0.35173454880714417,0.8893911242485046,0.8740895986557007,0.9656583666801453
47,0.964073121547699,0.9640732407569885,0.9307700991630554,0.14564165472984314,1e-06,0.9641357660293579,0.8848114013671875,0.8848114013671875,0.7966564297676086,0.3512353301048279,0.8890541195869446,0.8756281137466431,0.9656097292900085
48,0.9642049670219421,0.9642049670219421,0.9310124516487122,0.1452466994524002,1e-06,0.964257538318634,0.8848618268966675,0.8848617672920227,0.7967199087142944,0.3506432771682739,0.889007568359375,0.8769968748092651,0.9658501744270325
49,0.9641557931900024,0.9641557931900024,0.930928111076355,0.1452077180147171,1e-06,0.9642161726951599,0.8843364715576172,0.8843364715576172,0.7958482503890991,0.35194501280784607,0.8884972333908081,0.8761540651321411,0.9659444689750671
50,0.9641432762145996,0.9641432762145996,0.9309022426605225,0.14532266557216644,1e-06,0.9642075300216675,0.8848204612731934,0.8848204612731934,0.7966967821121216,0.3510972261428833,0.8890670537948608,0.8753863573074341,0.9657416343688965
51,0.9639780521392822,0.9639780521392822,0.9305965900421143,0.1457589864730835,1e-06,0.9640411138534546,0.8849868774414062,0.8849868774414062,0.7969635725021362,0.35034582018852234,0.8891558647155762,0.8776570558547974,0.9655079245567322
52,0.9640374779701233,0.9640374779701233,0.9307210445404053,0.1454160213470459,1e-06,0.9641040563583374,0.8846246600151062,0.8846246600151062,0.7963231801986694,0.35062313079833984,0.8886635899543762,0.8789501190185547,0.9657549858093262
53,0.9641494154930115,0.9641494154930115,0.9309263229370117,0.14515621960163116,1e-06,0.9642138481140137,0.8843255043029785,0.8843256235122681,0.7958515882492065,0.35161951184272766,0.8883318901062012,0.8788078427314758,0.9659189581871033
54,0.9644099473953247,0.9644099473953247,0.9314019680023193,0.14459048211574554,1e-06,0.9644821882247925,0.8842045068740845,0.8842045068740845,0.7956444621086121,0.35184305906295776,0.8882108926773071,0.8785377740859985,0.9661775231361389
55,0.9644918441772461,0.9644918441772461,0.9315556883811951,0.14460115134716034,1e-06,0.9645538330078125,0.8854392170906067,0.8854392170906067,0.797724723815918,0.3496663570404053,0.8895750045776367,0.8779810667037964,0.9661577939987183
56,0.9643703699111938,0.9643704295158386,0.9313249588012695,0.14478741586208344,1e-06,0.9644279479980469,0.8847757577896118,0.8847757577896118,0.7966729402542114,0.3508402705192566,0.888938307762146,0.8769699335098267,0.9659388661384583
57,0.9642667770385742,0.9642666578292847,0.9311347007751465,0.14476412534713745,1e-06,0.9643336534500122,0.8840206861495972,0.8840206861495972,0.7953908443450928,0.3529154360294342,0.8880581855773926,0.8783742785453796,0.9662423729896545
58,0.9643040895462036,0.9643040895462036,0.9311993718147278,0.14452512562274933,1e-06,0.9643586874008179,0.8847958445549011,0.8847956657409668,0.7967194318771362,0.3510439991950989,0.888990044593811,0.8775409460067749,0.9658825993537903
59,0.9644917845726013,0.9644917845726013,0.9315536022186279,0.14432759582996368,1e-06,0.9645467400550842,0.8835093379020691,0.8835093379020691,0.7945843935012817,0.3540833294391632,0.8875455856323242,0.8787959814071655,0.9661685228347778
60,0.9645646214485168,0.9645645618438721,0.9316865801811218,0.14423905313014984,1e-06,0.9646177887916565,0.8843024969100952,0.8843024969100952,0.795863151550293,0.35168492794036865,0.8883163332939148,0.8799832463264465,0.9662851095199585
61,0.9645280838012695,0.9645280838012695,0.9316261410713196,0.1442636102437973,1e-06,0.9645857810974121,0.8833335041999817,0.8833335041999817,0.7943098545074463,0.35475048422813416,0.8873552083969116,0.8775124549865723,0.9659603834152222
62,0.9644361138343811,0.9644362926483154,0.9314512610435486,0.14459575712680817,1e-06,0.9644878506660461,0.8847565650939941,0.8847565650939941,0.7966379523277283,0.35159435868263245,0.8889153599739075,0.8778820037841797,0.966033935546875
63,0.964557409286499,0.9645575284957886,0.9316635727882385,0.14431163668632507,1e-06,0.9646174311637878,0.8845898509025574,0.8845899701118469,0.7963120937347412,0.35198432207107544,0.8886603116989136,0.8788145780563354,0.9663935899734497
64,0.9646559953689575,0.9646559953689575,0.9318532347679138,0.14404097199440002,1e-06,0.9647131562232971,0.8850395083427429,0.8850395083427429,0.7970746159553528,0.3506275713443756,0.8891791105270386,0.8784998059272766,0.9660376310348511
65,0.9646577835083008,0.9646577835083008,0.9318594336509705,0.1439267098903656,1e-06,0.9647141695022583,0.8839707374572754,0.8839707374572754,0.7953045964241028,0.3527464270591736,0.8879622220993042,0.8805394172668457,0.9663106799125671
66,0.9648177623748779,0.9648178815841675,0.9321600794792175,0.14356371760368347,1e-07,0.9648764729499817,0.8849673271179199,0.8849673271179199,0.7969361543655396,0.35073521733283997,0.889020562171936,0.8795765042304993,0.9662083387374878
67,0.9647715091705322,0.9647715091705322,0.932060182094574,0.14370779693126678,1e-07,0.9648234844207764,0.8851121664047241,0.8851121664047241,0.7971722483634949,0.35060739517211914,0.8891752362251282,0.879754364490509,0.9662766456604004
68,0.9649041891098022,0.9649043083190918,0.9323192834854126,0.1434146910905838,1e-07,0.964962899684906,0.8850223422050476,0.8850224614143372,0.7970365285873413,0.3507036566734314,0.8890947103500366,0.8795669674873352,0.9665237069129944
69,0.9647589921951294,0.964759111404419,0.9320561289787292,0.14366920292377472,1e-07,0.9648162722587585,0.8850587010383606,0.8850587010383606,0.7970910668373108,0.3506353199481964,0.8891245126724243,0.8796880841255188,0.9663010835647583
70,0.9647567272186279,0.9647568464279175,0.9320406913757324,0.14374001324176788,1e-07,0.964806318283081,0.8849849700927734,0.8849848508834839,0.7970012426376343,0.3507724106311798,0.8890446424484253,0.8801115155220032,0.9661090970039368
71,0.9648175239562988,0.9648174047470093,0.9321503043174744,0.14366348087787628,1e-07,0.9648736715316772,0.885055661201477,0.885055661201477,0.7971266508102417,0.3505003750324249,0.8890868425369263,0.8808263540267944,0.9663279056549072
72,0.9648883938789368,0.9648883938789368,0.932285487651825,0.1435583531856537,1e-07,0.9649380445480347,0.8851348161697388,0.8851348161697388,0.7972438931465149,0.35027262568473816,0.8891639709472656,0.8807641267776489,0.9665101766586304
73,0.9645284414291382,0.964528501033783,0.931617796421051,0.14416292309761047,1e-07,0.9645740985870361,0.8851351737976074,0.8851351737976074,0.7972524762153625,0.3502229154109955,0.8891811370849609,0.8803515434265137,0.9659796357154846
74,0.9649991989135742,0.9649991989135742,0.9324938058853149,0.143213152885437,1e-07,0.9650567770004272,0.8850616216659546,0.8850617408752441,0.7971130013465881,0.3504428267478943,0.8891045451164246,0.8800311088562012,0.9663757681846619
75,0.9647830724716187,0.9647830724716187,0.9320866465568542,0.14348959922790527,1e-07,0.9648399353027344,0.8850854635238647,0.8850854635238647,0.7971662282943726,0.35055163502693176,0.8891028165817261,0.8804838061332703,0.9664003252983093
